"Country","Year","R_multi","DDD_sys_commun","per_cap_US","GDP_total","GDP_health","Out_pocket_exp","income_pc","rural_pop","HDR","ctrl_corrup","GOV_effect","rule_law","total_pop"
"Austria",2006,0.040867751,12.5923,3880,40635.28182,9.53,18.80627722,41460,41.468,0.861,1.914531231,1.831036448,1.913556695,8268641
"Austria",2007,0.0409191396666667,12.9797,4473,46855.77175,9.53,18.80613863,44510,41.751,0.881,2.013397455,1.870186687,1.960128188,8295487
"Austria",2008,0.041088587,13.2868,5037,51708.76575,9.73,18.24393272,49110,42.034,0.884,1.843034983,1.780839682,1.922994852,8321496
"Austria",2009,0.033552049,13.6297,4909,47963.1794,10.23,18.05128604,49000,42.317,0.886,1.703024626,1.666579604,1.784890175,8343323
"Austria",2010,0.0409132103333333,13.1338,4796,46858.04327,10.22,18.60162616,49610,42.601,0.895,1.585461736,1.841762662,1.800300002,8363404
"Austria",2011,0.0567849326666667,12.6683,5161,51374.95841,10.03,18.73956323,50590,42.885,0.897,1.43189621,1.617761374,1.801554561,8391643
"Austria",2012,0.0557782416666667,12.1885,4966,48567.69529,10.2,18.67409199,50060,42.853,0.899,1.389730573,1.57587254,1.858178735,8429991
"Austria",2013,0.0499118796666667,14.1696,5234,50716.70871,10.29,19.17125136,50700,42.664,0.896,1.55079484,1.588477135,1.851382136,8479823
"Austria",2014,0.0429303843333333,12.0866,5386,51717.49594,10.37,19.09817606,50370,42.474,0.904,1.474734902,1.572585702,1.952464104,8546356
"Austria",2015,0.043341605,12.0588,4611,44178.04738,10.37,19.09111291,47450,42.285,0.906,1.519275665,1.47912693,1.855246663,8642699
"Austria",2016,0.0460156736666667,11.4237,4719,45237.80509,10.42,19.30112839,46220,42.095,0.909,1.548537016,1.511904955,1.814966559,8736668
"Austria",2017,0.0444363256666667,11.9188,4940,47549.07904,10.4,19.2032665,45150,41.906,0.912,1.526028633,1.461260676,1.81247282,8797566
"Austria",2018,0.0463703963333333,10.4153,4940,51525.04643,10.4,19.2032665,49400,41.703,0.914,1.59649229,1.453342438,1.874770164,8840521
"Belgium",2006,0.010091743,21.82642083,3474,38672.70594,8.91,18.66180748,39900,2.546,0.896,1.309614301,1.747100949,1.236090422,10547958
"Belgium",2007,0.011173184,20.9591,3989,44262.896,8.95,19.21070814,42700,2.495,0.899,1.355734944,1.608859658,1.330672145,10625700
"Belgium",2008,0.002024291,22.6763,4540,48106.89292,9.34,18.43404472,46470,2.445,0.899,1.374890208,1.389755607,1.345494866,10709973
"Belgium",2009,0.0342972593333333,22.1649,4567,44583.54481,10.14,18.16453636,46840,2.397,0.899,1.460205913,1.571341515,1.384072661,10796493
"Belgium",2010,0.0229045533333333,23.1055,4450,44141.87814,9.97,18.17270666,46950,2.349,0.903,1.527498484,1.575025916,1.393127918,10895586
"Belgium",2011,0.061004032,23.6027,4856,47348.52502,10.14,18.17521751,46400,2.302,0.904,1.575072408,1.656355858,1.418425918,11038264
"Belgium",2012,0.0647967256666667,23.9409,4615,44673.11588,10.27,17.73408204,47100,2.256,0.905,1.608068228,1.602476358,1.427129149,11106932
"Belgium",2013,0.0725728973333333,22.5706,4850,46744.66254,10.37,18.03226322,47880,2.211,0.908,1.673882127,1.607339144,1.43843472,11159407
"Belgium",2014,0.067491258,22.3619,4944,47700.54036,10.41,17.49034077,47800,2.167,0.91,1.573291898,1.381594181,1.52343905,11209057
"Belgium",2015,0.058070523,22.751,4171,40991.80814,10.28,17.53991246,45540,2.124,0.913,1.57330668,1.438440561,1.463494301,11274196
"Belgium",2016,0.064502224,22.531,4279,41998.33575,10.3,17.86475033,43440,2.081,0.915,1.638705134,1.326213479,1.390964746,11331422
"Belgium",2017,0.062053813,21.1439,4507,44288.50804,10.34,17.63822287,42750,2.039,0.917,1.497134089,1.181692719,1.3434273,11375158
"Belgium",2018,0.060654303,20.7657,4507,47491.32326,10.34,17.63822287,45940,1.999,0.919,1.510498047,1.171748161,1.367054224,11427054
"Bulgaria",2006,0.181135522333333,15.2938,294.1,4523.050833,6.57,42.64740646,4300,29.068,0.756,-0.070736267,-0.057375778,-0.093535163,7601022
"Bulgaria",2007,0.215704433333333,16.7311,361.2,5885.104348,6.16,42.59270132,4810,28.722,0.764,-0.183496863,-0.007542833,-0.045955181,7545338
"Bulgaria",2008,0.356970915333333,17.4905,455.5,7265.735497,6.29,42.6291883,6070,28.378,0.771,-0.254679352,-0.047309104,-0.107263453,7492561
"Bulgaria",2009,0.245224171666667,15.9105,459.3,6984.965976,6.61,44.36734319,6670,28.037,0.774,-0.212567106,0.166158289,-0.038340408,7444443
"Bulgaria",2010,0.220243284666667,15.8428,484.8,6809.898984,7.11,43.14134419,6940,27.698,0.779,-0.185103625,0.114835203,-0.069240548,7395599
"Bulgaria",2011,0.269966615333333,16.9587,555.9,7806.348652,7.13,44.46372688,7220,27.362,0.782,-0.220316142,0.110085554,-0.111741245,7348328
"Bulgaria",2012,0.277529675,16.1092,558.6,7393.189177,7.59,47.74680734,7430,27.025,0.786,-0.227857694,0.141888097,-0.085204966,7305888
"Bulgaria",2013,0.208853238,17.2952,600.3,7651.817881,7.87,47.10148871,7590,26.687,0.792,-0.267288208,0.157344475,-0.102405354,7265115
"Bulgaria",2014,0.311451256,18.6023,666.4,7874.260904,8.5,45.8127737,7740,26.349,0.797,-0.246874854,0.0787379,-0.046017233,7223938
"Bulgaria",2015,0.234332334333333,18.8214,572,7053.603706,8.2,47.66826928,7450,26.01,0.807,-0.264645517,0.208683118,-0.097004414,7177991
"Bulgaria",2016,0.345459236333333,17.6417,612.5,7545.790332,8.23,47.95404673,7430,25.671,0.812,-0.168443292,0.295897067,-0.061471604,7127822
"Bulgaria",2017,0.338837977,18.9446,663.7,8331.058025,8.1,46.55256867,7640,25.331,0.813,-0.161115259,0.260194153,-0.040922999,7075947
"Bulgaria",2018,0.309452994,19.3704,663.7,9423.558612,8.1,46.55256867,8910,24.992,0.816,-0.151538402,0.271875739,-0.02981348,7025037
"Croatia",2006,0.158087799666667,19.36,816,11703.33789,6.98,13.3146584,11310,45.517,0.794,0.078596674,0.571395218,0.00607663,4311159
"Croatia",2007,0.192168827333333,20.4561,1041,13962.84757,7.47,12.39423603,12700,45.349,0.801,0.091828354,0.474211425,0.087641433,4310217
"Croatia",2008,0.223305705333333,20.7704,1259,16309.43901,7.7,14.51390833,14270,45.181,0.805,-0.010580561,0.569998205,0.086383566,4309705
"Croatia",2010,0.187853533666667,17.1814,1126,13923.62858,8.1,13.95677775,14070,44.845,0.811,0.059268434,0.622320652,0.201946497,4295427
"Croatia",2011,0.199235734333333,16.5239,1132,14566.63847,7.79,12.05216944,14000,44.678,0.817,0.063671045,0.561252236,0.217892975,4280622
"Croatia",2012,0.189592760666667,18.2616,1030,13238.10193,7.79,11.47245094,13420,44.494,0.82,0.009865428,0.706691682,0.245607689,4267558
"Croatia",2013,0.173016354666667,17.6101,889.9,13642.19366,6.52,8.831276745,13550,44.294,0.825,0.12422023,0.701186359,0.291649491,4255689
"Croatia",2014,0.226842954,17.7681,909.4,13600.19439,6.7,11.2752825,13260,44.077,0.827,0.219041422,0.692963302,0.319685102,4238389
"Croatia",2015,0.224279951,18.0325,795.5,11782.89908,6.79,10.94434559,12970,43.845,0.83,0.24522607,0.513849258,0.200354069,4203604
"Croatia",2016,0.229384439,17.0664,840.9,12360.48382,6.83,10.97398251,12380,43.597,0.832,0.20333077,0.494286805,0.409176141,4174349
"Croatia",2017,0.179116946666667,16.8271,902.1,13412.33829,6.79,10.97325161,12640,43.333,0.835,0.186701789,0.571306348,0.334248334,4124531
"Croatia",2018,0.188075065,17.001,902.1,14920.19138,6.79,10.97325161,14010,43.053,0.837,0.131672338,0.456918329,0.32438755,4087843
"Cyprus",2006,0.123996511333333,27.1439,1474,26729.3234,5.46,48.32824767,25600,31.875,0.836,1.093416214,1.26732409,1.105020881,1045507
"Cyprus",2007,0.123049478333333,28.6548,1694,31244.92622,5.36,48.79761338,27340,32.018,0.844,1.080966115,1.427616119,1.119864106,1063713
"Cyprus",2008,0.153718051333333,28.6932,2155,35397.36368,6.02,51.4000833,31970,32.161,0.852,1.204644084,1.53257072,1.216479301,1081563
"Cyprus",2009,0.111395045,29.1558,2105,32109.24251,6.47,49.9238044,32780,32.305,0.854,0.912045002,1.41832912,1.212835073,1098083
"Cyprus",2010,0.127347862,26.2621,1959,31023.63833,6.28,40.94297886,32040,32.449,0.85,0.974873543,1.531830311,1.216248751,1112612
"Cyprus",2011,0.196042794333333,26.8634,2153,32396.38574,6.59,42.79902577,32550,32.594,0.853,0.866362035,1.563668251,1.07300961,1124833
"Cyprus",2012,0.137703962666667,25.0928,1943,28912.15694,6.69,44.02578771,29680,32.739,0.852,1.251133919,1.391171932,1.099629998,1135046
"Cyprus",2013,0.101693474666667,23.9493,1920,27729.1927,6.9,43.09228957,27830,32.863,0.854,1.245758176,1.366624117,1.036581397,1143866
"Cyprus",2014,0.141192032333333,22.1873,1846,27129.62612,6.78,44.73412633,26510,32.969,0.856,1.075781465,1.140383601,1.077018499,1152285
"Cyprus",2015,0.0994120483333333,26.593,1582,23333.71491,6.81,44.32916045,25960,33.054,0.864,1.007443786,1.048619509,1.039910555,1160985
"Cyprus",2016,0.115878542333333,28.3696,1637,24532.51906,6.79,45.2442795,24700,33.119,0.869,0.826646328,0.960943103,0.721343994,1170187
"Cyprus",2017,0.167235634666667,28.8781,1732,26338.69434,6.68,44.63203549,24580,33.164,0.871,0.782737195,0.919977784,0.884949744,1179680
"Cyprus",2018,0.210390269333333,28.8781,1732,28689.70672,6.68,44.63203549,26620,33.19,0.873,0.640067935,0.920902193,0.752880812,1189265
"Czechia",2006,0.181972968333333,14.4593,942.1,15183.63605,6.2,11.64602414,13950,26.467,0.843,0.35658446,1.096460104,0.87264353,10238905
"Czechia",2007,0.213444671333333,14.8717,1110,18373.649,6.02,13.63102496,15780,26.537,0.85,0.30260253,0.895334065,0.905903339,10298828
"Czechia",2008,0.222869861,15.8673,1449,22698.85396,6.36,16.13297015,18340,26.606,0.854,0.358293951,1.013641596,0.914493978,10384603
"Czechia",2009,0.227863202,16.6193,1442,19741.59763,7.29,15.05053937,18690,26.676,0.857,0.386209816,0.883240402,0.962592542,10443936
"Czechia",2010,0.227189369,16.0064,1374,19808.07109,6.93,15.25087506,19280,26.745,0.862,0.331638575,0.905217707,0.949479163,10474410
"Czechia",2011,0.201047235666667,16.5068,1517,21717.45794,6.98,15.02145827,19420,26.815,0.865,0.341793329,0.930979669,1.036918283,10496088
"Czechia",2012,0.224755529666667,15.663,1387,19729.87051,7.03,15.29148817,19350,26.803,0.865,0.272268176,0.928921938,1.041852593,10510785
"Czechia",2013,0.221549498333333,16.8961,1555,19916.01939,7.81,13.58585358,19270,26.71,0.874,0.228798985,0.891820014,1.039771318,10514272
"Czechia",2014,0.217585974666667,17.1151,1513,19744.55861,7.65,14.08199221,18800,26.616,0.879,0.36779505,1.017592907,1.15218091,10525347
"Czechia",2015,0.224490603333333,17.3704,1284,17715.61685,7.24,14.82839435,18260,26.523,0.882,0.433735937,1.046509385,1.148088455,10546059
"Czechia",2016,0.227805605,17.1576263016998,1322,18463.38658,7.15,15.02381265,17590,26.43,0.885,0.536757231,1.036739469,1.035501719,10566332
"Czechia",2017,0.217625384,17.1003979493626,1476,20379.89604,7.23,14.80910182,17970,26.325,0.888,0.567682743,1.005324841,1.116695046,10594438
"Czechia",2018,0.222745135666667,17.3704,1476,23046.94913,7.23,14.80910182,20230,26.208,0.891,0.503815472,0.922208071,1.048950672,10629928
"Denmark",2006,0.007564178,14.7169,4779,52026.99951,9.17,14.52642977,53540,13.902,0.905,2.46999073,2.226260185,1.997571826,5437272
"Denmark",2007,0.0274841303333333,15.3522,5468,58487.05497,9.33,14.56182599,55740,13.707,0.904,2.446026087,2.353997707,2.013730049,5461438
"Denmark",2008,0.0231464283333333,15.0695,6138,64322.0635,9.51,14.11779821,60390,13.513,0.909,2.393063545,2.251271963,1.966503382,5493621
"Denmark",2009,0.0332091766666667,15.0173,6222,58163.27688,10.67,13.68460506,60090,13.346,0.906,2.446495295,2.232205391,1.924757004,5523095
"Denmark",2010,0.032341586,15.8742,6012,58041.39844,10.33,14.38572407,61220,13.205,0.91,2.358993053,2.096789598,1.897532105,5547683
"Denmark",2011,0.0370675886666667,16.689,6281,61753.64713,10.15,14.55079019,61990,13.043,0.922,2.404429197,2.101078987,1.922707915,5570572
"Denmark",2012,0.0251650943333333,15.7027,6004,58507.50805,10.24,14.15904015,61650,12.858,0.924,2.381078959,1.984567404,1.873899817,5591572
"Denmark",2013,0.024629102,15.6578,6237,61191.1937,10.17,13.81007284,63200,12.708,0.926,2.404900789,1.992455125,1.900482297,5614932
"Denmark",2014,0.0218087513333333,15.1744,6381,62548.98473,10.17,13.77456188,63670,12.59,0.928,2.247260332,1.819007277,2.096355438,5643475
"Denmark",2015,0.0195527523333333,15.3071,5469,53254.856,10.23,13.67477924,60510,12.474,0.926,2.211076021,1.847928524,2.042371035,5683483
"Denmark",2016,0.0150347936666667,15.1637,5566,54663.99837,10.18,13.71238232,58040,12.358,0.928,2.23059082,1.876053929,1.912385345,5728010
"Denmark",2017,0.0155425646666667,14.3332,5800,57141.05984,10.11,13.73846531,56210,12.243,0.929,2.193403959,1.79694283,1.863845944,5764980
"Denmark",2018,0.017181959,13.688,5800,61390.69301,10.11,13.73846531,60920,12.126,0.93,2.148100376,1.871631145,1.832332611,5793636
"Estonia",2006,0.0238372093333333,10.0151,600.5,12631.56777,4.78,23.16620201,11500,31.393,0.832,1.020036578,1.157150984,1.140900135,1346810
"Estonia",2007,0.015539054,10.6948,832.7,16741.93912,5.03,22.65051454,13420,31.521,0.839,1.003259063,1.03731823,1.173004985,1340680
"Estonia",2008,0.039745689,10.4557,1039,18227.12008,5.75,20.72413415,15200,31.649,0.841,0.990575671,1.161840796,1.19912076,1337090
"Estonia",2009,0.055232558,9.7171,963,14794.97079,6.54,20.33495456,14620,31.777,0.838,1.007584095,1.009114146,1.131253362,1334515
"Estonia",2010,0.124888804666667,9.811,926.5,14790.82122,6.33,21.91824913,14700,31.906,0.844,0.995167315,1.085700631,1.159708977,1331475
"Estonia",2011,0.067279942,10.746,1015,17621.54744,5.82,21.55589908,16000,32.035,0.853,1.052501321,1.076736927,1.183797717,1327439
"Estonia",2012,0.07072385,10.3479,1013,17534.42154,5.83,21.51741236,16900,32.026,0.859,1.096038103,0.954537988,1.157106638,1322696
"Estonia",2013,0.0415966146666667,10.3255,1144,19174.10073,6.01,22.60502726,18250,31.878,0.863,1.188760996,0.974775255,1.198479652,1317997
"Estonia",2014,0.049719094,10.2215,1237,20367.10266,6.12,22.62244374,18990,31.731,0.865,1.303455591,1.016679525,1.372891307,1314545
"Estonia",2015,0.091241456,10.5025,1112,17522.23019,6.39,22.78413773,18680,31.584,0.871,1.293648124,1.067977548,1.331910014,1315407
"Estonia",2016,0.081742602,10.3826,1185,18237.29584,6.5,22.72888422,18280,31.437,0.875,1.272345304,1.090856671,1.226358056,1315790
"Estonia",2017,0.0809704023333333,9.9409,1300,20388.20955,6.43,23.66462499,18750,31.283,0.879,1.242426515,1.109356642,1.281881213,1317384
"Estonia",2018,0.0603095103333333,10.2474,1300,23258.46758,6.43,23.66462499,21350,31.12,0.882,1.506536484,1.191937923,1.239835262,1321977
"Finland",2006,0.0311940703333333,16.355,3286,41188.0937,8.01,19.72095817,42800,16.963,0.899,2.464972258,2.17011404,1.973504543,5266268
"Finland",2007,0.0270722466666667,17.1153,3775,48414.84509,7.83,19.82014626,46160,16.832,0.901,2.40054965,1.974781752,1.914935946,5288720
"Finland",2008,0.025958468,16.4782,4315,53554.03892,8.09,19.5440501,50070,16.701,0.904,2.337259531,2.050841331,1.922676086,5313399
"Finland",2009,0.0197028823333333,16.5638,4180,47293.99283,8.88,19.38837022,48800,16.571,0.899,2.251192331,2.229058743,1.970258117,5338871
"Finland",2010,0.028658073,17.0141,4100,46459.97325,8.88,19.96495873,49600,16.23,0.903,2.159788132,2.2293396,1.968725324,5363352
"Finland",2011,0.0381546313333333,18.5545,4549,51081.99767,8.96,19.33733374,50150,15.687,0.907,2.198592424,2.241137981,1.949498773,5388272
"Finland",2012,0.0264053863333333,17.983,4411,47710.79022,9.3,18.69531572,48940,15.159,0.908,2.235261202,2.220477581,1.951503277,5413971
"Finland",2013,0.027194036,16.9272,4307,49878.04324,8.67,19.33733374,49480,14.875,0.916,2.202126265,2.174288273,1.936688185,5438972
"Finland",2014,0.0252617736666667,16.5944,4740,50260.29986,9.49,18.92360151,49390,14.825,0.918,2.165774584,1.998275638,2.100273371,5461512
"Finland",2015,0.0280784183333333,15.7626,4122,42784.69836,9.7,19.77814883,47150,14.775,0.919,2.275324106,1.81301105,2.063105345,5479531
"Finland",2016,0.0234359093333333,15.0338,4095,43784.28396,9.43,20.49999535,45490,14.725,0.922,2.239527702,1.828907728,2.015213728,5495303
"Finland",2017,0.02749191,13.5916,4206,46316.74546,9.21,20.22742331,44740,14.675,0.924,2.215836048,1.936856508,2.027072906,5508214
"Finland",2018,0.017964064,13.1898,4206,50021.29106,9.21,20.22742331,48300,14.618,0.925,2.212743521,1.984208465,2.045141697,5515525
"France",2006,0.048053635,23.2338,3813,36443.62344,10.4,9.343630075,37850,22.623,0.865,1.463726521,1.632802367,1.474471927,63621381
"France",2007,0.0695185523333333,23.8414,4315,41508.43399,10.33,9.506957978,40130,22.379,0.867,1.464608192,1.471042156,1.472338557,64016225
"France",2008,0.0877553353333333,23.3297,4794,45334.11444,10.51,9.99231413,43460,22.132,0.869,1.407428026,1.582908034,1.507124543,64374984
"France",2009,0.116700083333333,24.4043,4724,41575.41875,11.3,10.14965624,43930,21.883,0.869,1.438242078,1.480974436,1.452676177,64707040
"France",2010,0.107284522666667,23.2071,4593,40638.334,11.24,10.22069007,43850,21.631,0.872,1.466379523,1.430300951,1.519731045,65027507
"France",2011,0.132428712,23.352,4933,43790.73205,11.2,10.22155136,44350,21.378,0.876,1.532393575,1.35914433,1.446996093,65342780
"France",2012,0.124200472,24.0061,4652,40874.70351,11.32,10.10120213,43380,21.122,0.878,1.455788136,1.340279341,1.454164147,65659809
"France",2013,0.128727237333333,24.1306,4900,42592.93409,11.44,9.928711504,43780,20.865,0.882,1.329576135,1.48182869,1.426772714,65998687
