"Bacteria","Country","Region","Code","Year","R_multi"
"Klebsiella pneumoniae","Italy","Southern","IT",2006,0.1704918032
"Klebsiella pneumoniae","Lithuania","Northern","LT",2006,0.0285714285
"Klebsiella pneumoniae","Luxembourg","Western","LU",2006,0
"Klebsiella pneumoniae","Latvia","Northern","LV",2006,0.074074074
"Klebsiella pneumoniae","Malta","Southern","MT",2006,0
"Klebsiella pneumoniae","Netherlands","Western","NL",2006,0.0103359173
"Klebsiella pneumoniae","Norway","Northern","NO",2006,0
"Klebsiella pneumoniae","Poland","Eastern","PL",2006,0.238095238
"Klebsiella pneumoniae","Portugal","Southern","PT",2006,0.0838926174
"Klebsiella pneumoniae","Romania","Eastern","RO",2006,0.28
"Klebsiella pneumoniae","Sweden","Northern","SE",2006,0
"Klebsiella pneumoniae","Slovenia","Southern","SI",2006,0.1448275862
"Klebsiella pneumoniae","United Kingdom","Northern","UK",2006,0.0780141843
"Klebsiella pneumoniae","Austria","Western","AT",2007,0.0431818181
"Klebsiella pneumoniae","Bulgaria","Eastern","BG",2007,0.3448275862
"Klebsiella pneumoniae","Cyprus","Southern","CY",2007,0.1025641025
"Klebsiella pneumoniae","Czechia","Eastern","CZ",2007,0.2869918699
"Klebsiella pneumoniae","Germany","Western","DE",2007,0.0289017341
"Klebsiella pneumoniae","Denmark","Northern","DK",2007,0.0579710144
"Klebsiella pneumoniae","Estonia","Northern","EE",2007,0
"Klebsiella pneumoniae","Greece","Southern","EL",2007,0.4132231404
"Klebsiella pneumoniae","Spain","Southern","ES",2007,0.0539215686
"Klebsiella pneumoniae","Finland","Northern","FI",2007,0.0038022813
"Klebsiella pneumoniae","France","Western","FR",2007,0.087979094
"Klebsiella pneumoniae","Croatia","Southern","HR",2007,0.2909090909
"Klebsiella pneumoniae","Hungary","Eastern","HU",2007,0.1847133757
"Klebsiella pneumoniae","Ireland","Northern","IE",2007,0.03930131
"Klebsiella pneumoniae","Iceland","Northern","IS",2007,0
"Klebsiella pneumoniae","Italy","Southern","IT",2007,0.1791907514
"Klebsiella pneumoniae","Lithuania","Northern","LT",2007,0.0256410256
"Klebsiella pneumoniae","Luxembourg","Western","LU",2007,0
"Klebsiella pneumoniae","Latvia","Northern","LV",2007,0.0769230769
"Klebsiella pneumoniae","Malta","Southern","MT",2007,0
"Klebsiella pneumoniae","Netherlands","Western","NL",2007,0.0267639902
"Klebsiella pneumoniae","Norway","Northern","NO",2007,0
"Klebsiella pneumoniae","Poland","Eastern","PL",2007,0
"Klebsiella pneumoniae","Portugal","Southern","PT",2007,0.0699708454
"Klebsiella pneumoniae","Romania","Eastern","RO",2007,0.2413793103
"Klebsiella pneumoniae","Sweden","Northern","SE",2007,0.00310559
"Klebsiella pneumoniae","Slovenia","Southern","SI",2007,0.1705882352
"Klebsiella pneumoniae","United Kingdom","Northern","UK",2007,0.0668789808
"Klebsiella pneumoniae","Austria","Western","AT",2008,0.0379965457
"Klebsiella pneumoniae","Bulgaria","Eastern","BG",2008,0.4375
"Klebsiella pneumoniae","Cyprus","Southern","CY",2008,0.1129032258
"Klebsiella pneumoniae","Czechia","Eastern","CZ",2008,0.3079514824
"Klebsiella pneumoniae","Germany","Western","DE",2008,0.0723404255
"Klebsiella pneumoniae","Denmark","Northern","DK",2008,0.0455284552
"Klebsiella pneumoniae","Estonia","Northern","EE",2008,0.0175438596
"Klebsiella pneumoniae","Greece","Southern","EL",2008,0.487300094
"Klebsiella pneumoniae","Spain","Southern","ES",2008,0.0423197492
"Klebsiella pneumoniae","Finland","Northern","FI",2008,0.0107142857
"Klebsiella pneumoniae","France","Western","FR",2008,0.133014354
"Klebsiella pneumoniae","Croatia","Southern","HR",2008,0.38170347
"Klebsiella pneumoniae","Hungary","Eastern","HU",2008,0.2712328767
"Klebsiella pneumoniae","Ireland","Northern","IE",2008,0.0401337792
"Klebsiella pneumoniae","Iceland","Northern","IS",2008,0.0416666666
"Klebsiella pneumoniae","Italy","Southern","IT",2008,0.2173913043
"Klebsiella pneumoniae","Lithuania","Northern","LT",2008,0.1764705882
"Klebsiella pneumoniae","Luxembourg","Western","LU",2008,0.0196078431
"Klebsiella pneumoniae","Latvia","Northern","LV",2008,0.3076923076
"Klebsiella pneumoniae","Malta","Southern","MT",2008,0
"Klebsiella pneumoniae","Netherlands","Western","NL",2008,0.0371179039
"Klebsiella pneumoniae","Norway","Northern","NO",2008,0.0057803468
"Klebsiella pneumoniae","Poland","Eastern","PL",2008,0.2105263157
"Klebsiella pneumoniae","Portugal","Southern","PT",2008,0.0893536121
"Klebsiella pneumoniae","Romania","Eastern","RO",2008,0.138747263877316
"Klebsiella pneumoniae","Sweden","Northern","SE",2008,0.0069060773
"Klebsiella pneumoniae","Slovenia","Southern","SI",2008,0.1910828025
"Klebsiella pneumoniae","United Kingdom","Northern","UK",2008,0.0456273764
"Klebsiella pneumoniae","Austria","Western","AT",2009,0.0200333889
"Klebsiella pneumoniae","Belgium","Western","BE",2009,0.0344827586
"Klebsiella pneumoniae","Bulgaria","Eastern","BG",2009,0.3894736842
"Klebsiella pneumoniae","Cyprus","Southern","CY",2009,0.1698113207
"Klebsiella pneumoniae","Czechia","Eastern","CZ",2009,0.3512931034
"Klebsiella pneumoniae","Germany","Western","DE",2009,0.0723404255
"Klebsiella pneumoniae","Denmark","Northern","DK",2009,0.0683333333
"Klebsiella pneumoniae","Estonia","Northern","EE",2009,0.0892857142
"Klebsiella pneumoniae","Greece","Southern","EL",2009,0.5253086419
"Klebsiella pneumoniae","Spain","Southern","ES",2009,0.0478468899
"Klebsiella pneumoniae","Finland","Northern","FI",2009,0.0058651026
"Klebsiella pneumoniae","France","Western","FR",2009,0.1523668639
"Klebsiella pneumoniae","Hungary","Eastern","HU",2009,0.2869318181
"Klebsiella pneumoniae","Ireland","Northern","IE",2009,0.0511182108
"Klebsiella pneumoniae","Iceland","Northern","IS",2009,0
"Klebsiella pneumoniae","Italy","Southern","IT",2009,0.1313559322
"Klebsiella pneumoniae","Lithuania","Northern","LT",2009,0.3484848484
"Klebsiella pneumoniae","Luxembourg","Western","LU",2009,0.1428571428
"Klebsiella pneumoniae","Latvia","Northern","LV",2009,0.2325581395
"Klebsiella pneumoniae","Malta","Southern","MT",2009,0
"Klebsiella pneumoniae","Netherlands","Western","NL",2009,0.0105540897
"Klebsiella pneumoniae","Norway","Northern","NO",2009,0.0153452685
"Klebsiella pneumoniae","Poland","Eastern","PL",2009,0.1550387596
"Klebsiella pneumoniae","Portugal","Southern","PT",2009,0.1458333333
"Klebsiella pneumoniae","Romania","Eastern","RO",2009,0.1176470588
"Klebsiella pneumoniae","Sweden","Northern","SE",2009,0.00855990911647655
"Klebsiella pneumoniae","Slovenia","Southern","SI",2009,0.2169312169
"Klebsiella pneumoniae","United Kingdom","Northern","UK",2009,0.0307443365
"Klebsiella pneumoniae","Austria","Western","AT",2010,0.0181818181
"Klebsiella pneumoniae","Belgium","Western","BE",2010,0.0095238095
"Klebsiella pneumoniae","Bulgaria","Eastern","BG",2010,0.443548387
"Klebsiella pneumoniae","Cyprus","Southern","CY",2010,0.1492537313
"Klebsiella pneumoniae","Czechia","Eastern","CZ",2010,0.358014646
"Klebsiella pneumoniae","Germany","Western","DE",2010,0.0753138075
"Klebsiella pneumoniae","Denmark","Northern","DK",2010,0.053859964
"Klebsiella pneumoniae","Estonia","Northern","EE",2010,0.1587301587
"Klebsiella pneumoniae","Greece","Southern","EL",2010,0.5578884223
"Klebsiella pneumoniae","Spain","Southern","ES",2010,0.0473729543
"Klebsiella pneumoniae","Finland","Northern","FI",2010,0.0135869565
"Klebsiella pneumoniae","France","Western","FR",2010,0.1466928618
"Klebsiella pneumoniae","Croatia","Southern","HR",2010,0.3478260869
"Klebsiella pneumoniae","Hungary","Eastern","HU",2010,0.3792415169
"Klebsiella pneumoniae","Ireland","Northern","IE",2010,0.0220820189
"Klebsiella pneumoniae","Iceland","Northern","IS",2010,0
"Klebsiella pneumoniae","Italy","Southern","IT",2010,0.2187958883
"Klebsiella pneumoniae","Lithuania","Northern","LT",2010,0.325
"Klebsiella pneumoniae","Luxembourg","Western","LU",2010,0.033898305
"Klebsiella pneumoniae","Latvia","Northern","LV",2010,0.4838709677
"Klebsiella pneumoniae","Malta","Southern","MT",2010,0.0526315789
"Klebsiella pneumoniae","Netherlands","Western","NL",2010,0.0376175548
"Klebsiella pneumoniae","Norway","Northern","NO",2010,0.0106837606
"Klebsiella pneumoniae","Poland","Eastern","PL",2010,0.2361809045
"Klebsiella pneumoniae","Portugal","Southern","PT",2010,0.1940035273
"Klebsiella pneumoniae","Romania","Eastern","RO",2010,0.2352941176
"Klebsiella pneumoniae","Sweden","Northern","SE",2010,0.0084269662
"Klebsiella pneumoniae","Slovenia","Southern","SI",2010,0.1785714285
"Klebsiella pneumoniae","United Kingdom","Northern","UK",2010,0.035663338
"Klebsiella pneumoniae","Austria","Western","AT",2011,0.0394904458
"Klebsiella pneumoniae","Belgium","Western","BE",2011,0.0565656565
"Klebsiella pneumoniae","Bulgaria","Eastern","BG",2011,0.4576271186
"Klebsiella pneumoniae","Cyprus","Southern","CY",2011,0.2168674698
"Klebsiella pneumoniae","Czechia","Eastern","CZ",2011,0.3580922595
"Klebsiella pneumoniae","Germany","Western","DE",2011,0.0694980694
"Klebsiella pneumoniae","Denmark","Northern","DK",2011,0.0489731437
"Klebsiella pneumoniae","Estonia","Northern","EE",2011,0.1904761904
"Klebsiella pneumoniae","Greece","Southern","EL",2011,0.6337423312
"Klebsiella pneumoniae","Spain","Southern","ES",2011,0.0829694323
"Klebsiella pneumoniae","Finland","Northern","FI",2011,0.0123762376
"Klebsiella pneumoniae","France","Western","FR",2011,0.1821493624
"Klebsiella pneumoniae","Croatia","Southern","HR",2011,0.3055555555
"Klebsiella pneumoniae","Hungary","Eastern","HU",2011,0.4604316546
"Klebsiella pneumoniae","Ireland","Northern","IE",2011,0.0297029702
"Klebsiella pneumoniae","Iceland","Northern","IS",2011,0
"Klebsiella pneumoniae","Italy","Southern","IT",2011,0.3314176245
"Klebsiella pneumoniae","Lithuania","Northern","LT",2011,0.4306569343
"Klebsiella pneumoniae","Luxembourg","Western","LU",2011,0.2708333333
"Klebsiella pneumoniae","Latvia","Northern","LV",2011,0.3333333333
"Klebsiella pneumoniae","Malta","Southern","MT",2011,0.0384615384
"Klebsiella pneumoniae","Netherlands","Western","NL",2011,0.0430555555
"Klebsiella pneumoniae","Norway","Northern","NO",2011,0.0080213903
"Klebsiella pneumoniae","Poland","Eastern","PL",2011,0.3729508196
"Klebsiella pneumoniae","Portugal","Southern","PT",2011,0.2084690553
"Klebsiella pneumoniae","Romania","Eastern","RO",2011,0.3
"Klebsiella pneumoniae","Sweden","Northern","SE",2011,0.008988764
"Klebsiella pneumoniae","Slovenia","Southern","SI",2011,0.198275862
"Klebsiella pneumoniae","United Kingdom","Northern","UK",2011,0.0207877461
"Klebsiella pneumoniae","Austria","Western","AT",2012,0.0399032648
"Klebsiella pneumoniae","Belgium","Western","BE",2012,0.0851581508
"Klebsiella pneumoniae","Bulgaria","Eastern","BG",2012,0.365079365
"Klebsiella pneumoniae","Cyprus","Southern","CY",2012,0.0923076923
"Klebsiella pneumoniae","Czechia","Eastern","CZ",2012,0.4181558255
"Klebsiella pneumoniae","Germany","Western","DE",2012,0.0618401206
"Klebsiella pneumoniae","Denmark","Northern","DK",2012,0.0311958405
"Klebsiella pneumoniae","Estonia","Northern","EE",2012,0.1046511627
"Klebsiella pneumoniae","Greece","Southern","EL",2012,0.5701262272
"Klebsiella pneumoniae","Spain","Southern","ES",2012,0.0886956521
"Klebsiella pneumoniae","Finland","Northern","FI",2012,0.0019379844
"Klebsiella pneumoniae","France","Western","FR",2012,0.1923427529
"Klebsiella pneumoniae","Croatia","Southern","HR",2012,0.3081570996
"Klebsiella pneumoniae","Hungary","Eastern","HU",2012,0.3791666666
"Klebsiella pneumoniae","Ireland","Northern","IE",2012,0.0337423312
"Klebsiella pneumoniae","Iceland","Northern","IS",2012,0
"Klebsiella pneumoniae","Italy","Southern","IT",2012,0.3390957446
"Klebsiella pneumoniae","Lithuania","Northern","LT",2012,0.5217391304
"Klebsiella pneumoniae","Luxembourg","Western","LU",2012,0.2
"Klebsiella pneumoniae","Latvia","Northern","LV",2012,0.423076923
"Klebsiella pneumoniae","Malta","Southern","MT",2012,0.1964285714
"Klebsiella pneumoniae","Netherlands","Western","NL",2012,0.0269865067
"Klebsiella pneumoniae","Norway","Northern","NO",2012,0.0151770657
"Klebsiella pneumoniae","Poland","Eastern","PL",2012,0.5028571428
"Klebsiella pneumoniae","Portugal","Southern","PT",2012,0.2512886597
"Klebsiella pneumoniae","Romania","Eastern","RO",2012,0.4226804123
"Klebsiella pneumoniae","Sweden","Northern","SE",2012,0.0143295803
"Klebsiella pneumoniae","Slovenia","Southern","SI",2012,0.1732283464
"Klebsiella pneumoniae","United Kingdom","Northern","UK",2012,0.0230010952
"Klebsiella pneumoniae","Austria","Western","AT",2013,0.0358422939
"Klebsiella pneumoniae","Belgium","Western","BE",2013,0.0818965517
"Klebsiella pneumoniae","Bulgaria","Eastern","BG",2013,0.356060606
"Klebsiella pneumoniae","Cyprus","Southern","CY",2013,0.0588235294
"Klebsiella pneumoniae","Czechia","Eastern","CZ",2013,0.3826491092
"Klebsiella pneumoniae","Germany","Western","DE",2013,0.0703851261
"Klebsiella pneumoniae","Denmark","Northern","DK",2013,0.0346820809
"Klebsiella pneumoniae","Estonia","Northern","EE",2013,0.0919540229
"Klebsiella pneumoniae","Greece","Southern","EL",2013,0.5154639175
"Klebsiella pneumoniae","Spain","Southern","ES",2013,0.1120064464
"Klebsiella pneumoniae","Finland","Northern","FI",2013,0.0038910505
"Klebsiella pneumoniae","France","Western","FR",2013,0.2286012526
"Klebsiella pneumoniae","Croatia","Southern","HR",2013,0.2997275204
"Klebsiella pneumoniae","Hungary","Eastern","HU",2013,0.3224043715
"Klebsiella pneumoniae","Ireland","Northern","IE",2013,0.079113924
"Klebsiella pneumoniae","Iceland","Northern","IS",2013,0
"Klebsiella pneumoniae","Italy","Southern","IT",2013,0.2955882352
"Klebsiella pneumoniae","Lithuania","Northern","LT",2013,0.3333333333
"Klebsiella pneumoniae","Luxembourg","Western","LU",2013,0.1698113207
"Klebsiella pneumoniae","Latvia","Northern","LV",2013,0.3977272727
"Klebsiella pneumoniae","Malta","Southern","MT",2013,0.2089552238
"Klebsiella pneumoniae","Netherlands","Western","NL",2013,0.0222222222
"Klebsiella pneumoniae","Norway","Northern","NO",2013,0.0178571428
"Klebsiella pneumoniae","Poland","Eastern","PL",2013,0.5428571428
"Klebsiella pneumoniae","Portugal","Southern","PT",2013,0.2167216721
"Klebsiella pneumoniae","Romania","Eastern","RO",2013,0.4285714285
"Klebsiella pneumoniae","Sweden","Northern","SE",2013,0.0170040485
"Klebsiella pneumoniae","Slovenia","Southern","SI",2013,0.1591836734
"Klebsiella pneumoniae","United Kingdom","Northern","UK",2013,0.0476635514
"Klebsiella pneumoniae","Austria","Western","AT",2014,0.0322222222
"Klebsiella pneumoniae","Belgium","Western","BE",2014,0.0791788856
"Klebsiella pneumoniae","Bulgaria","Eastern","BG",2014,0.4405594405
"Klebsiella pneumoniae","Cyprus","Southern","CY",2014,0.15
"Klebsiella pneumoniae","Czechia","Eastern","CZ",2014,0.3871201157
"Klebsiella pneumoniae","Germany","Western","DE",2014,0.0531154239
"Klebsiella pneumoniae","Denmark","Northern","DK",2014,0.0313513513
"Klebsiella pneumoniae","Estonia","Northern","EE",2014,0.1145038167
"Klebsiella pneumoniae","Greece","Southern","EL",2014,0.5513666352
"Klebsiella pneumoniae","Spain","Southern","ES",2014,0.1005542359
"Klebsiella pneumoniae","Finland","Northern","FI",2014,0.0143884892
"Klebsiella pneumoniae","France","Western","FR",2014,0.2371086556
"Klebsiella pneumoniae","Croatia","Southern","HR",2014,0.306060606
"Klebsiella pneumoniae","Hungary","Eastern","HU",2014,0.286163522
"Klebsiella pneumoniae","Ireland","Northern","IE",2014,0.0736543909
"Klebsiella pneumoniae","Iceland","Northern","IS",2014,0
"Klebsiella pneumoniae","Italy","Southern","IT",2014,0.3195876288
"Klebsiella pneumoniae","Lithuania","Northern","LT",2014,0.3552631578
"Klebsiella pneumoniae","Luxembourg","Western","LU",2014,0.1666666666
"Klebsiella pneumoniae","Latvia","Northern","LV",2014,0.4134615384
"Klebsiella pneumoniae","Malta","Southern","MT",2014,0.2525252525
"Klebsiella pneumoniae","Netherlands","Western","NL",2014,0.0196531791
"Klebsiella pneumoniae","Norway","Northern","NO",2014,0.0389784946
"Klebsiella pneumoniae","Poland","Eastern","PL",2014,0.546275395
"Klebsiella pneumoniae","Portugal","Southern","PT",2014,0.2275659824
"Klebsiella pneumoniae","Romania","Eastern","RO",2014,0.5627530364
"Klebsiella pneumoniae","Sweden","Northern","SE",2014,0.0144462279
"Klebsiella pneumoniae","Slovenia","Southern","SI",2014,0.1888412017
"Klebsiella pneumoniae","United Kingdom","Northern","UK",2014,0.0307692307
"Klebsiella pneumoniae","Austria","Western","AT",2015,0.0331196581
"Klebsiella pneumoniae","Belgium","Western","BE",2015,0.0934844192
"Klebsiella pneumoniae","Bulgaria","Eastern","BG",2015,0.2857142857
"Klebsiella pneumoniae","Cyprus","Southern","CY",2015,0.1774193548
"Klebsiella pneumoniae","Czechia","Eastern","CZ",2015,0.4152542372
"Klebsiella pneumoniae","Germany","Western","DE",2015,0.031685678
"Klebsiella pneumoniae","Denmark","Northern","DK",2015,0.0108225108
"Klebsiella pneumoniae","Estonia","Northern","EE",2015,0.2222222222
"Klebsiella pneumoniae","Greece","Southern","EL",2015,0.4672413793
"Klebsiella pneumoniae","Spain","Southern","ES",2015,0.1169354838
"Klebsiella pneumoniae","Finland","Northern","FI",2015,0.011235955
"Klebsiella pneumoniae","France","Western","FR",2015,0.2246127366
"Klebsiella pneumoniae","Croatia","Southern","HR",2015,0.3236842105
"Klebsiella pneumoniae","Hungary","Eastern","HU",2015,0.3022922636
"Klebsiella pneumoniae","Ireland","Northern","IE",2015,0.0723514211
"Klebsiella pneumoniae","Iceland","Northern","IS",2015,0
"Klebsiella pneumoniae","Italy","Southern","IT",2015,0.2974226804
"Klebsiella pneumoniae","Lithuania","Northern","LT",2015,0.3988764044
"Klebsiella pneumoniae","Luxembourg","Western","LU",2015,0.1333333333
"Klebsiella pneumoniae","Latvia","Northern","LV",2015,0.3660714285
"Klebsiella pneumoniae","Malta","Southern","MT",2015,0.1477272727
"Klebsiella pneumoniae","Netherlands","Western","NL",2015,0.0297356828
"Klebsiella pneumoniae","Norway","Northern","NO",2015,0.0228898426
"Klebsiella pneumoniae","Poland","Eastern","PL",2015,0.5395348837
"Klebsiella pneumoniae","Portugal","Southern","PT",2015,0.2495201535
"Klebsiella pneumoniae","Romania","Eastern","RO",2015,0.4980842911
"Klebsiella pneumoniae","Sweden","Northern","SE",2015,0.0186046511
"Klebsiella pneumoniae","Slovenia","Southern","SI",2015,0.1687763713
"Klebsiella pneumoniae","United Kingdom","Northern","UK",2015,0.0419426048
"Klebsiella pneumoniae","Austria","Western","AT",2016,0.035467128
"Klebsiella pneumoniae","Belgium","Western","BE",2016,0.092621664
"Klebsiella pneumoniae","Bulgaria","Eastern","BG",2016,0.4586466165
"Klebsiella pneumoniae","Cyprus","Southern","CY",2016,0.1866666666
"Klebsiella pneumoniae","Czechia","Eastern","CZ",2016,0.4082369942
"Klebsiella pneumoniae","Germany","Western","DE",2016,0.0533245556
"Klebsiella pneumoniae","Denmark","Northern","DK",2016,0.0143884892
"Klebsiella pneumoniae","Estonia","Northern","EE",2016,0.1693989071
"Klebsiella pneumoniae","Greece","Southern","EL",2016,0.4842015371
"Klebsiella pneumoniae","Spain","Southern","ES",2016,0.1242532855
"Klebsiella pneumoniae","Finland","Northern","FI",2016,0.0123966942
"Klebsiella pneumoniae","France","Western","FR",2016,0.2132237871
"Klebsiella pneumoniae","Croatia","Southern","HR",2016,0.2750809061
"Klebsiella pneumoniae","Hungary","Eastern","HU",2016,0.3009845288
"Klebsiella pneumoniae","Ireland","Northern","IE",2016,0.0575221238
"Klebsiella pneumoniae","Iceland","Northern","IS",2016,0
"Klebsiella pneumoniae","Italy","Southern","IT",2016,0.3270469181
"Klebsiella pneumoniae","Lithuania","Northern","LT",2016,0.4210526315
"Klebsiella pneumoniae","Luxembourg","Western","LU",2016,0.2435897435
"Klebsiella pneumoniae","Latvia","Northern","LV",2016,0.3186813186
"Klebsiella pneumoniae","Malta","Southern","MT",2016,0.1470588235
"Klebsiella pneumoniae","Netherlands","Western","NL",2016,0.0352733686
"Klebsiella pneumoniae","Norway","Northern","NO",2016,0.0260223048
"Klebsiella pneumoniae","Poland","Eastern","PL",2016,0.536121673
"Klebsiella pneumoniae","Portugal","Southern","PT",2016,0.2718696397
"Klebsiella pneumoniae","Romania","Eastern","RO",2016,0.5522388059
"Klebsiella pneumoniae","Sweden","Northern","SE",2016,0.0210341805
"Klebsiella pneumoniae","Slovenia","Southern","SI",2016,0.1310861423
"Klebsiella pneumoniae","United Kingdom","Northern","UK",2016,0.0369287991
"Klebsiella pneumoniae","Austria","Western","AT",2017,0.0301318267
"Klebsiella pneumoniae","Belgium","Western","BE",2017,0.0853080568
"Klebsiella pneumoniae","Bulgaria","Eastern","BG",2017,0.5
"Klebsiella pneumoniae","Cyprus","Southern","CY",2017,0.2535211267
"Klebsiella pneumoniae","Czechia","Eastern","CZ",2017,0.4176072234
"Klebsiella pneumoniae","Germany","Western","DE",2017,0.0633280339
"Klebsiella pneumoniae","Denmark","Northern","DK",2017,0.0240641711
"Klebsiella pneumoniae","Estonia","Northern","EE",2017,0.1180124223
"Klebsiella pneumoniae","Greece","Southern","EL",2017,0.4788104089
"Klebsiella pneumoniae","Spain","Southern","ES",2017,0.128032345
"Klebsiella pneumoniae","Finland","Northern","FI",2017,0.0237430167
"Klebsiella pneumoniae","France","Western","FR",2017,0.1937412095
"Klebsiella pneumoniae","Croatia","Southern","HR",2017,0.2295081967
"Klebsiella pneumoniae","Hungary","Eastern","HU",2017,0.3313868613
"Klebsiella pneumoniae","Ireland","Northern","IE",2017,0.0587002096
"Klebsiella pneumoniae","Iceland","Northern","IS",2017,0
"Klebsiella pneumoniae","Italy","Southern","IT",2017,0.3163265306
"Klebsiella pneumoniae","Lithuania","Northern","LT",2017,0.4813664596
"Klebsiella pneumoniae","Luxembourg","Western","LU",2017,0.1717171717
"Klebsiella pneumoniae","Latvia","Northern","LV",2017,0.125
"Klebsiella pneumoniae","Malta","Southern","MT",2017,0.282051282
"Klebsiella pneumoniae","Netherlands","Western","NL",2017,0.0504625735
"Klebsiella pneumoniae","Norway","Northern","NO",2017,0.0320102432
"Klebsiella pneumoniae","Poland","Eastern","PL",2017,0.5263157894
"Klebsiella pneumoniae","Portugal","Southern","PT",2017,0.2840280339
"Klebsiella pneumoniae","Romania","Eastern","RO",2017,0.5535714285
"Klebsiella pneumoniae","Sweden","Northern","SE",2017,0.0329138431
"Klebsiella pneumoniae","Slovenia","Southern","SI",2017,0.1601307189
"Klebsiella pneumoniae","United Kingdom","Northern","UK",2017,0.0420168067
"Klebsiella pneumoniae","Austria","Western","AT",2018,0.0307564422
"Klebsiella pneumoniae","Belgium","Western","BE",2018,0.0983827493
"Klebsiella pneumoniae","Bulgaria","Eastern","BG",2018,0.4764397905
"Klebsiella pneumoniae","Cyprus","Southern","CY",2018,0.3218390804
"Klebsiella pneumoniae","Czechia","Eastern","CZ",2018,0.3866396761
"Klebsiella pneumoniae","Germany","Western","DE",2018,0.0474471376
"Klebsiella pneumoniae","Denmark","Northern","DK",2018,0.0189818809
"Klebsiella pneumoniae","Estonia","Northern","EE",2018,0.0882352941
"Klebsiella pneumoniae","Greece","Southern","EL",2018,0.5043712172
"Klebsiella pneumoniae","Spain","Southern","ES",2018,0.1573208722
"Klebsiella pneumoniae","Finland","Northern","FI",2018,0.0155642023
"Klebsiella pneumoniae","France","Western","FR",2018,0.2150610583
"Klebsiella pneumoniae","Croatia","Southern","HR",2018,0.282051282
"Klebsiella pneumoniae","Hungary","Eastern","HU",2018,0.2891278375
"Klebsiella pneumoniae","Ireland","Northern","IE",2018,0.0807453416
"Klebsiella pneumoniae","Iceland","Northern","IS",2018,0
"Klebsiella pneumoniae","Italy","Southern","IT",2018,0.2480758904
"Klebsiella pneumoniae","Lithuania","Northern","LT",2018,0.4510869565
"Klebsiella pneumoniae","Luxembourg","Western","LU",2018,0.1529411764
"Klebsiella pneumoniae","Latvia","Northern","LV",2018,0.2763819095
"Klebsiella pneumoniae","Malta","Southern","MT",2018,0.4379562043
"Klebsiella pneumoniae","Netherlands","Western","NL",2018,0.0471042471
"Klebsiella pneumoniae","Norway","Northern","NO",2018,0.038095238
"Klebsiella pneumoniae","Poland","Eastern","PL",2018,0.5154905335
"Klebsiella pneumoniae","Portugal","Southern","PT",2018,0.2667454688
"Klebsiella pneumoniae","Romania","Eastern","RO",2018,0.4631336405
"Klebsiella pneumoniae","Sweden","Northern","SE",2018,0.0257826887
"Klebsiella pneumoniae","United Kingdom","Northern","UK",2018,0.0565434565
"Pseudomonas aeruginosa","Austria","Western","AT",2006,0.0771144278
"Pseudomonas aeruginosa","Bulgaria","Eastern","BG",2006,0.1612903225
"Pseudomonas aeruginosa","Cyprus","Southern","CY",2006,0.1891891891
"Pseudomonas aeruginosa","Czechia","Eastern","CZ",2006,0.3285714285
"Pseudomonas aeruginosa","Germany","Western","DE",2006,0.1419753086
"Pseudomonas aeruginosa","Estonia","Northern","EE",2006,0.0465116279
"Pseudomonas aeruginosa","Greece","Southern","EL",2006,0.4557739557
"Pseudomonas aeruginosa","Spain","Southern","ES",2006,0.0592592592
