"Bacteria","Country","Region","Code","Year","R_multi"
"Pseudomonas aeruginosa","Finland","Northern","FI",2006,0.0745341614
"Pseudomonas aeruginosa","France","Western","FR",2006,0.0964214711
"Pseudomonas aeruginosa","Croatia","Southern","HR",2006,0.294117647
"Pseudomonas aeruginosa","Hungary","Eastern","HU",2006,0.1153846153
"Pseudomonas aeruginosa","Ireland","Northern","IE",2006,0.09375
"Pseudomonas aeruginosa","Iceland","Northern","IS",2006,0
"Pseudomonas aeruginosa","Italy","Southern","IT",2006,0.2240437158
"Pseudomonas aeruginosa","Lithuania","Northern","LT",2006,0.2857142857
"Pseudomonas aeruginosa","Luxembourg","Western","LU",2006,0
"Pseudomonas aeruginosa","Latvia","Northern","LV",2006,0.2
"Pseudomonas aeruginosa","Malta","Southern","MT",2006,0.0784313725
"Pseudomonas aeruginosa","Netherlands","Western","NL",2006,0.0091463414
"Pseudomonas aeruginosa","Norway","Northern","NO",2006,0.03125
"Pseudomonas aeruginosa","Poland","Eastern","PL",2006,0.3783783783
"Pseudomonas aeruginosa","Portugal","Southern","PT",2006,0.1315789473
"Pseudomonas aeruginosa","Romania","Eastern","RO",2006,0.3076923076
"Pseudomonas aeruginosa","Sweden","Northern","SE",2006,0.0033783783
"Pseudomonas aeruginosa","Slovenia","Southern","SI",2006,0.1388888888
"Pseudomonas aeruginosa","United Kingdom","Northern","UK",2006,0.0157232704
"Pseudomonas aeruginosa","Austria","Western","AT",2007,0.0536585365
"Pseudomonas aeruginosa","Bulgaria","Eastern","BG",2007,0.2142857142
"Pseudomonas aeruginosa","Cyprus","Southern","CY",2007,0.2115384615
"Pseudomonas aeruginosa","Czechia","Eastern","CZ",2007,0.328820116
"Pseudomonas aeruginosa","Germany","Western","DE",2007,0.1624365482
"Pseudomonas aeruginosa","Denmark","Northern","DK",2007,0.0128534704
"Pseudomonas aeruginosa","Estonia","Northern","EE",2007,0.0416666666
"Pseudomonas aeruginosa","Greece","Southern","EL",2007,0.477443609
"Pseudomonas aeruginosa","Spain","Southern","ES",2007,0.0984340044
"Pseudomonas aeruginosa","Finland","Northern","FI",2007,0.0655737704
"Pseudomonas aeruginosa","France","Western","FR",2007,0.10906298
"Pseudomonas aeruginosa","Croatia","Southern","HR",2007,0.2751322751
"Pseudomonas aeruginosa","Hungary","Eastern","HU",2007,0.1470019342
"Pseudomonas aeruginosa","Ireland","Northern","IE",2007,0.0701754385
"Pseudomonas aeruginosa","Iceland","Northern","IS",2007,0
"Pseudomonas aeruginosa","Italy","Southern","IT",2007,0.2663043478
"Pseudomonas aeruginosa","Lithuania","Northern","LT",2007,0.1904761904
"Pseudomonas aeruginosa","Luxembourg","Western","LU",2007,0.1388888888
"Pseudomonas aeruginosa","Latvia","Northern","LV",2007,0.125
"Pseudomonas aeruginosa","Malta","Southern","MT",2007,0.0555555555
"Pseudomonas aeruginosa","Netherlands","Western","NL",2007,0.0177514792
"Pseudomonas aeruginosa","Norway","Northern","NO",2007,0.019047619
"Pseudomonas aeruginosa","Poland","Eastern","PL",2007,0.3134328358
"Pseudomonas aeruginosa","Portugal","Southern","PT",2007,0.0973451327
"Pseudomonas aeruginosa","Romania","Eastern","RO",2007,0.453031869230038
"Pseudomonas aeruginosa","Sweden","Northern","SE",2007,0.0058651026
"Pseudomonas aeruginosa","Slovenia","Southern","SI",2007,0.0909090909
"Pseudomonas aeruginosa","United Kingdom","Northern","UK",2007,0.026239067
"Pseudomonas aeruginosa","Austria","Western","AT",2008,0.0609037328
"Pseudomonas aeruginosa","Bulgaria","Eastern","BG",2008,0.4347826086
"Pseudomonas aeruginosa","Cyprus","Southern","CY",2008,0.2558139534
"Pseudomonas aeruginosa","Czechia","Eastern","CZ",2008,0.3292253521
"Pseudomonas aeruginosa","Germany","Western","DE",2008,0.0598802395
"Pseudomonas aeruginosa","Denmark","Northern","DK",2008,0.0100502512
"Pseudomonas aeruginosa","Estonia","Northern","EE",2008,0.0975609756
"Pseudomonas aeruginosa","Greece","Southern","EL",2008,0.4627363737
"Pseudomonas aeruginosa","Spain","Southern","ES",2008,0.1076642335
"Pseudomonas aeruginosa","Finland","Northern","FI",2008,0.0514285714
"Pseudomonas aeruginosa","France","Western","FR",2008,0.1124780316
"Pseudomonas aeruginosa","Croatia","Southern","HR",2008,0.2772727272
"Pseudomonas aeruginosa","Hungary","Eastern","HU",2008,0.1695906432
"Pseudomonas aeruginosa","Ireland","Northern","IE",2008,0.0476190476
"Pseudomonas aeruginosa","Iceland","Northern","IS",2008,0
"Pseudomonas aeruginosa","Italy","Southern","IT",2008,0.2951807228
"Pseudomonas aeruginosa","Lithuania","Northern","LT",2008,0.238095238
"Pseudomonas aeruginosa","Luxembourg","Western","LU",2008,0.0606060606
"Pseudomonas aeruginosa","Latvia","Northern","LV",2008,0.2727272727
"Pseudomonas aeruginosa","Malta","Southern","MT",2008,0.2258064516
"Pseudomonas aeruginosa","Netherlands","Western","NL",2008,0.0463768115
"Pseudomonas aeruginosa","Norway","Northern","NO",2008,0.0202702702
"Pseudomonas aeruginosa","Poland","Eastern","PL",2008,0.2272727272
"Pseudomonas aeruginosa","Portugal","Southern","PT",2008,0.1349036402
"Pseudomonas aeruginosa","Romania","Eastern","RO",2008,0.576708462653232
"Pseudomonas aeruginosa","Sweden","Northern","SE",2008,0.0095238095
"Pseudomonas aeruginosa","Slovenia","Southern","SI",2008,0.1684210526
"Pseudomonas aeruginosa","United Kingdom","Northern","UK",2008,0.0130293159
"Pseudomonas aeruginosa","Austria","Western","AT",2009,0.0600775193
"Pseudomonas aeruginosa","Belgium","Western","BE",2009,0.0522388059
"Pseudomonas aeruginosa","Bulgaria","Eastern","BG",2009,0.2777777777
"Pseudomonas aeruginosa","Cyprus","Southern","CY",2009,0.1129032258
"Pseudomonas aeruginosa","Czechia","Eastern","CZ",2009,0.3078260869
"Pseudomonas aeruginosa","Germany","Western","DE",2009,0.0736842105
"Pseudomonas aeruginosa","Denmark","Northern","DK",2009,0.0168674698
"Pseudomonas aeruginosa","Estonia","Northern","EE",2009,0.0697674418
"Pseudomonas aeruginosa","Greece","Southern","EL",2009,0.4020427112
"Pseudomonas aeruginosa","Spain","Southern","ES",2009,0.1397058823
"Pseudomonas aeruginosa","Finland","Northern","FI",2009,0.0386266094
"Pseudomonas aeruginosa","France","Western","FR",2009,0.1680327868
"Pseudomonas aeruginosa","Hungary","Eastern","HU",2009,0.207364341
"Pseudomonas aeruginosa","Ireland","Northern","IE",2009,0.0381355932
"Pseudomonas aeruginosa","Iceland","Northern","IS",2009,0
"Pseudomonas aeruginosa","Italy","Southern","IT",2009,0.2769230769
"Pseudomonas aeruginosa","Lithuania","Northern","LT",2009,0.1904761904
"Pseudomonas aeruginosa","Luxembourg","Western","LU",2009,0.1428571428
"Pseudomonas aeruginosa","Latvia","Northern","LV",2009,0.1111111111
"Pseudomonas aeruginosa","Malta","Southern","MT",2009,0.1896551724
"Pseudomonas aeruginosa","Netherlands","Western","NL",2009,0.0213675213
"Pseudomonas aeruginosa","Norway","Northern","NO",2009,0.0181818181
"Pseudomonas aeruginosa","Poland","Eastern","PL",2009,0.2236842105
"Pseudomonas aeruginosa","Portugal","Southern","PT",2009,0.1380597014
"Pseudomonas aeruginosa","Romania","Eastern","RO",2009,0.3076923076
"Pseudomonas aeruginosa","Slovenia","Southern","SI",2009,0.1121495327
"Pseudomonas aeruginosa","United Kingdom","Northern","UK",2009,0.0193548387
"Pseudomonas aeruginosa","Austria","Western","AT",2010,0.0854870775
"Pseudomonas aeruginosa","Belgium","Western","BE",2010,0.0495867768
"Pseudomonas aeruginosa","Bulgaria","Eastern","BG",2010,0.1428571428
"Pseudomonas aeruginosa","Cyprus","Southern","CY",2010,0.1458333333
"Pseudomonas aeruginosa","Czechia","Eastern","CZ",2010,0.294117647
"Pseudomonas aeruginosa","Germany","Western","DE",2010,0.0952380952
"Pseudomonas aeruginosa","Denmark","Northern","DK",2010,0.0194444444
"Pseudomonas aeruginosa","Estonia","Northern","EE",2010,0.2
"Pseudomonas aeruginosa","Greece","Southern","EL",2010,0.4250764525
"Pseudomonas aeruginosa","Spain","Southern","ES",2010,0.1228304405
"Pseudomonas aeruginosa","Finland","Northern","FI",2010,0.0533807829
"Pseudomonas aeruginosa","France","Western","FR",2010,0.1469353484
"Pseudomonas aeruginosa","Croatia","Southern","HR",2010,0.1904761904
"Pseudomonas aeruginosa","Hungary","Eastern","HU",2010,0.1776729559
"Pseudomonas aeruginosa","Ireland","Northern","IE",2010,0.0502283105
"Pseudomonas aeruginosa","Iceland","Northern","IS",2010,0.0833333333
"Pseudomonas aeruginosa","Italy","Southern","IT",2010,0.2077087794
"Pseudomonas aeruginosa","Lithuania","Northern","LT",2010,0.0967741935
"Pseudomonas aeruginosa","Luxembourg","Western","LU",2010,0.09375
"Pseudomonas aeruginosa","Latvia","Northern","LV",2010,0.0952380952
"Pseudomonas aeruginosa","Malta","Southern","MT",2010,0.2857142857
"Pseudomonas aeruginosa","Netherlands","Western","NL",2010,0.0106666666
"Pseudomonas aeruginosa","Norway","Northern","NO",2010,0.0059880239
"Pseudomonas aeruginosa","Poland","Eastern","PL",2010,0.2331288343
"Pseudomonas aeruginosa","Portugal","Southern","PT",2010,0.1405109489
"Pseudomonas aeruginosa","Romania","Eastern","RO",2010,0.5
"Pseudomonas aeruginosa","Sweden","Northern","SE",2010,0.0105820105
"Pseudomonas aeruginosa","Slovenia","Southern","SI",2010,0.0947368421
"Pseudomonas aeruginosa","United Kingdom","Northern","UK",2010,0.0212014134
"Pseudomonas aeruginosa","Austria","Western","AT",2011,0.1061452513
"Pseudomonas aeruginosa","Belgium","Western","BE",2011,0.1103117505
"Pseudomonas aeruginosa","Bulgaria","Eastern","BG",2011,0.25
"Pseudomonas aeruginosa","Cyprus","Southern","CY",2011,0.1960784313
"Pseudomonas aeruginosa","Czechia","Eastern","CZ",2011,0.2120535714
"Pseudomonas aeruginosa","Germany","Western","DE",2011,0.0723514211
"Pseudomonas aeruginosa","Denmark","Northern","DK",2011,0.0321782178
"Pseudomonas aeruginosa","Estonia","Northern","EE",2011,0
"Pseudomonas aeruginosa","Greece","Southern","EL",2011,0.3839572192
"Pseudomonas aeruginosa","Spain","Southern","ES",2011,0.126340882
"Pseudomonas aeruginosa","Finland","Northern","FI",2011,0.0772532188
"Pseudomonas aeruginosa","France","Western","FR",2011,0.1893892658
"Pseudomonas aeruginosa","Croatia","Southern","HR",2011,0.2687224669
"Pseudomonas aeruginosa","Hungary","Eastern","HU",2011,0.1225165562
"Pseudomonas aeruginosa","Ireland","Northern","IE",2011,0.0331491712
"Pseudomonas aeruginosa","Iceland","Northern","IS",2011,0.0588235294
"Pseudomonas aeruginosa","Italy","Southern","IT",2011,0.1725239616
"Pseudomonas aeruginosa","Lithuania","Northern","LT",2011,0.1
"Pseudomonas aeruginosa","Luxembourg","Western","LU",2011,0.15625
"Pseudomonas aeruginosa","Latvia","Northern","LV",2011,0.0833333333
"Pseudomonas aeruginosa","Malta","Southern","MT",2011,0.238095238
"Pseudomonas aeruginosa","Netherlands","Western","NL",2011,0.029953917
"Pseudomonas aeruginosa","Norway","Northern","NO",2011,0.0135135135
"Pseudomonas aeruginosa","Poland","Eastern","PL",2011,0.2577319587
"Pseudomonas aeruginosa","Portugal","Southern","PT",2011,0.1619047619
"Pseudomonas aeruginosa","Romania","Eastern","RO",2011,0.6
"Pseudomonas aeruginosa","Sweden","Northern","SE",2011,0.0240963855
"Pseudomonas aeruginosa","Slovenia","Southern","SI",2011,0.1016949152
"Pseudomonas aeruginosa","United Kingdom","Northern","UK",2011,0.0255536626
"Pseudomonas aeruginosa","Austria","Western","AT",2012,0.1042016806
"Pseudomonas aeruginosa","Belgium","Western","BE",2012,0.0895522388
"Pseudomonas aeruginosa","Bulgaria","Eastern","BG",2012,0.3076923076
"Pseudomonas aeruginosa","Cyprus","Southern","CY",2012,0.173076923
"Pseudomonas aeruginosa","Czechia","Eastern","CZ",2012,0.2126789366
"Pseudomonas aeruginosa","Germany","Western","DE",2012,0.0844748858
"Pseudomonas aeruginosa","Denmark","Northern","DK",2012,0.0180412371
"Pseudomonas aeruginosa","Estonia","Northern","EE",2012,0.0909090909
"Pseudomonas aeruginosa","Greece","Southern","EL",2012,0.3984375
"Pseudomonas aeruginosa","Spain","Southern","ES",2012,0.1078546307
"Pseudomonas aeruginosa","Finland","Northern","FI",2012,0.0458715596
"Pseudomonas aeruginosa","France","Western","FR",2012,0.1468369123
"Pseudomonas aeruginosa","Croatia","Southern","HR",2012,0.233502538
"Pseudomonas aeruginosa","Hungary","Eastern","HU",2012,0.1760904684
"Pseudomonas aeruginosa","Ireland","Northern","IE",2012,0.1023255813
"Pseudomonas aeruginosa","Iceland","Northern","IS",2012,0.1
"Pseudomonas aeruginosa","Italy","Southern","IT",2012,0.2372093023
"Pseudomonas aeruginosa","Lithuania","Northern","LT",2012,0.1428571428
"Pseudomonas aeruginosa","Luxembourg","Western","LU",2012,0.064516129
"Pseudomonas aeruginosa","Latvia","Northern","LV",2012,0.1111111111
"Pseudomonas aeruginosa","Malta","Southern","MT",2012,0
"Pseudomonas aeruginosa","Netherlands","Western","NL",2012,0.0248756218
"Pseudomonas aeruginosa","Norway","Northern","NO",2012,0.0334928229
"Pseudomonas aeruginosa","Poland","Eastern","PL",2012,0.2146892655
"Pseudomonas aeruginosa","Portugal","Southern","PT",2012,0.1805792163
"Pseudomonas aeruginosa","Romania","Eastern","RO",2012,0.4888888888
"Pseudomonas aeruginosa","Sweden","Northern","SE",2012,0.0336134453
"Pseudomonas aeruginosa","Slovenia","Southern","SI",2012,0.0746268656
"Pseudomonas aeruginosa","United Kingdom","Northern","UK",2012,0.0165165165
"Pseudomonas aeruginosa","Austria","Western","AT",2013,0.0826580226
"Pseudomonas aeruginosa","Belgium","Western","BE",2013,0.1090534979
"Pseudomonas aeruginosa","Bulgaria","Eastern","BG",2013,0.0833333333
"Pseudomonas aeruginosa","Cyprus","Southern","CY",2013,0.0425531914
"Pseudomonas aeruginosa","Czechia","Eastern","CZ",2013,0.2325581395
"Pseudomonas aeruginosa","Germany","Western","DE",2013,0.092063492
"Pseudomonas aeruginosa","Denmark","Northern","DK",2013,0.0169082125
"Pseudomonas aeruginosa","Estonia","Northern","EE",2013,0
"Pseudomonas aeruginosa","Greece","Southern","EL",2013,0.3911525029
"Pseudomonas aeruginosa","Spain","Southern","ES",2013,0.1224242424
"Pseudomonas aeruginosa","Finland","Northern","FI",2013,0.0458715596
"Pseudomonas aeruginosa","France","Western","FR",2013,0.125200642
"Pseudomonas aeruginosa","Croatia","Southern","HR",2013,0.1844262295
"Pseudomonas aeruginosa","Hungary","Eastern","HU",2013,0.1874062968
"Pseudomonas aeruginosa","Ireland","Northern","IE",2013,0.0731707317
"Pseudomonas aeruginosa","Iceland","Northern","IS",2013,0
"Pseudomonas aeruginosa","Italy","Southern","IT",2013,0.2428940568
"Pseudomonas aeruginosa","Lithuania","Northern","LT",2013,0.081081081
"Pseudomonas aeruginosa","Luxembourg","Western","LU",2013,0.0588235294
"Pseudomonas aeruginosa","Latvia","Northern","LV",2013,0.24
"Pseudomonas aeruginosa","Malta","Southern","MT",2013,0.08
"Pseudomonas aeruginosa","Netherlands","Western","NL",2013,0.024
"Pseudomonas aeruginosa","Norway","Northern","NO",2013,0.0341463414
"Pseudomonas aeruginosa","Poland","Eastern","PL",2013,0.1436170212
"Pseudomonas aeruginosa","Portugal","Southern","PT",2013,0.119402985
"Pseudomonas aeruginosa","Romania","Eastern","RO",2013,0.5
"Pseudomonas aeruginosa","Sweden","Northern","SE",2013,0.0414312617
"Pseudomonas aeruginosa","Slovenia","Southern","SI",2013,0.1127819548
"Pseudomonas aeruginosa","United Kingdom","Northern","UK",2013,0.0239099859
"Pseudomonas aeruginosa","Austria","Western","AT",2014,0.0705329153
"Pseudomonas aeruginosa","Belgium","Western","BE",2014,0.0841750841
"Pseudomonas aeruginosa","Bulgaria","Eastern","BG",2014,0.2916666666
"Pseudomonas aeruginosa","Cyprus","Southern","CY",2014,0.1428571428
"Pseudomonas aeruginosa","Czechia","Eastern","CZ",2014,0.2017937219
"Pseudomonas aeruginosa","Germany","Western","DE",2014,0.0886469673
"Pseudomonas aeruginosa","Denmark","Northern","DK",2014,0.0154639175
"Pseudomonas aeruginosa","Estonia","Northern","EE",2014,0
"Pseudomonas aeruginosa","Greece","Southern","EL",2014,0.3608247422
"Pseudomonas aeruginosa","Spain","Southern","ES",2014,0.1237113402
"Pseudomonas aeruginosa","Finland","Northern","FI",2014,0.0392156862
"Pseudomonas aeruginosa","France","Western","FR",2014,0.1322869955
"Pseudomonas aeruginosa","Croatia","Southern","HR",2014,0.3146551724
"Pseudomonas aeruginosa","Hungary","Eastern","HU",2014,0.2171581769
"Pseudomonas aeruginosa","Ireland","Northern","IE",2014,0.0561797752
"Pseudomonas aeruginosa","Iceland","Northern","IS",2014,0
"Pseudomonas aeruginosa","Italy","Southern","IT",2014,0.2292225201
"Pseudomonas aeruginosa","Lithuania","Northern","LT",2014,0.2580645161
"Pseudomonas aeruginosa","Luxembourg","Western","LU",2014,0.0487804878
"Pseudomonas aeruginosa","Latvia","Northern","LV",2014,0.1111111111
"Pseudomonas aeruginosa","Malta","Southern","MT",2014,0.0555555555
"Pseudomonas aeruginosa","Netherlands","Western","NL",2014,0.0276752767
"Pseudomonas aeruginosa","Norway","Northern","NO",2014,0.0155642023
"Pseudomonas aeruginosa","Poland","Eastern","PL",2014,0.2673796791
"Pseudomonas aeruginosa","Portugal","Southern","PT",2014,0.2058270676
"Pseudomonas aeruginosa","Romania","Eastern","RO",2014,0.5957446808
"Pseudomonas aeruginosa","Sweden","Northern","SE",2014,0.0160550458
"Pseudomonas aeruginosa","Slovenia","Southern","SI",2014,0.1875
"Pseudomonas aeruginosa","United Kingdom","Northern","UK",2014,0.0159489633
"Pseudomonas aeruginosa","Austria","Western","AT",2015,0.0676470588
"Pseudomonas aeruginosa","Belgium","Western","BE",2015,0.0461538461
"Pseudomonas aeruginosa","Bulgaria","Eastern","BG",2015,0.2909090909
"Pseudomonas aeruginosa","Cyprus","Southern","CY",2015,0.0232558139
"Pseudomonas aeruginosa","Czechia","Eastern","CZ",2015,0.1896551724
"Pseudomonas aeruginosa","Germany","Western","DE",2015,0.079299691
"Pseudomonas aeruginosa","Denmark","Northern","DK",2015,0.0226757369
"Pseudomonas aeruginosa","Estonia","Northern","EE",2015,0
"Pseudomonas aeruginosa","Greece","Southern","EL",2015,0.2837837837
"Pseudomonas aeruginosa","Spain","Southern","ES",2015,0.1418764302
"Pseudomonas aeruginosa","Finland","Northern","FI",2015,0.0469208211
"Pseudomonas aeruginosa","France","Western","FR",2015,0.1201030927
"Pseudomonas aeruginosa","Croatia","Southern","HR",2015,0.280155642
"Pseudomonas aeruginosa","Hungary","Eastern","HU",2015,0.209090909
"Pseudomonas aeruginosa","Ireland","Northern","IE",2015,0.0512820512
"Pseudomonas aeruginosa","Iceland","Northern","IS",2015,0
"Pseudomonas aeruginosa","Italy","Southern","IT",2015,0.1996303142
"Pseudomonas aeruginosa","Lithuania","Northern","LT",2015,0.243902439
"Pseudomonas aeruginosa","Luxembourg","Western","LU",2015,0.0357142857
"Pseudomonas aeruginosa","Latvia","Northern","LV",2015,0.1538461538
"Pseudomonas aeruginosa","Malta","Southern","MT",2015,0.12
"Pseudomonas aeruginosa","Netherlands","Western","NL",2015,0.0278884462
"Pseudomonas aeruginosa","Norway","Northern","NO",2015,0.0130434782
"Pseudomonas aeruginosa","Poland","Eastern","PL",2015,0.2961538461
"Pseudomonas aeruginosa","Portugal","Southern","PT",2015,0.1694772344
"Pseudomonas aeruginosa","Romania","Eastern","RO",2015,0.6304347826
"Pseudomonas aeruginosa","Sweden","Northern","SE",2015,0.0259067357
"Pseudomonas aeruginosa","Slovenia","Southern","SI",2015,0.0709219858
"Pseudomonas aeruginosa","United Kingdom","Northern","UK",2015,0.0379241516
"Pseudomonas aeruginosa","Austria","Western","AT",2016,0.0674318507
"Pseudomonas aeruginosa","Belgium","Western","BE",2016,0.06284153
"Pseudomonas aeruginosa","Bulgaria","Eastern","BG",2016,0.3571428571
"Pseudomonas aeruginosa","Cyprus","Southern","CY",2016,0.046875
"Pseudomonas aeruginosa","Czechia","Eastern","CZ",2016,0.1961206896
"Pseudomonas aeruginosa","Germany","Western","DE",2016,0.0758959943
"Pseudomonas aeruginosa","Denmark","Northern","DK",2016,0.0130434782
"Pseudomonas aeruginosa","Estonia","Northern","EE",2016,0.0357142857
"Pseudomonas aeruginosa","Greece","Southern","EL",2016,0.3162393162
"Pseudomonas aeruginosa","Spain","Southern","ES",2016,0.1447212336
"Pseudomonas aeruginosa","Finland","Northern","FI",2016,0.034090909
"Pseudomonas aeruginosa","France","Western","FR",2016,0.1069979716
"Pseudomonas aeruginosa","Croatia","Southern","HR",2016,0.3192307692
"Pseudomonas aeruginosa","Hungary","Eastern","HU",2016,0.1905405405
"Pseudomonas aeruginosa","Ireland","Northern","IE",2016,0.086419753
"Pseudomonas aeruginosa","Iceland","Northern","IS",2016,0
"Pseudomonas aeruginosa","Italy","Southern","IT",2016,0.2014925373
"Pseudomonas aeruginosa","Lithuania","Northern","LT",2016,0.1081081081
"Pseudomonas aeruginosa","Luxembourg","Western","LU",2016,0.025
"Pseudomonas aeruginosa","Latvia","Northern","LV",2016,0.1875
"Pseudomonas aeruginosa","Malta","Southern","MT",2016,0.05
"Pseudomonas aeruginosa","Netherlands","Western","NL",2016,0.0257826887
"Pseudomonas aeruginosa","Norway","Northern","NO",2016,0.026431718
"Pseudomonas aeruginosa","Poland","Eastern","PL",2016,0.2059553349
"Pseudomonas aeruginosa","Portugal","Southern","PT",2016,0.1479674796
"Pseudomonas aeruginosa","Romania","Eastern","RO",2016,0.4888888888
"Pseudomonas aeruginosa","Sweden","Northern","SE",2016,0.0529661016
"Pseudomonas aeruginosa","Slovenia","Southern","SI",2016,0.1538461538
"Pseudomonas aeruginosa","United Kingdom","Northern","UK",2016,0.0248709526
"Pseudomonas aeruginosa","Austria","Western","AT",2017,0.0704419889
"Pseudomonas aeruginosa","Belgium","Western","BE",2017,0.0660592255
"Pseudomonas aeruginosa","Bulgaria","Eastern","BG",2017,0.2676056338
"Pseudomonas aeruginosa","Cyprus","Southern","CY",2017,0.0943396226
"Pseudomonas aeruginosa","Czechia","Eastern","CZ",2017,0.1727493917
"Pseudomonas aeruginosa","Germany","Western","DE",2017,0.069656992
"Pseudomonas aeruginosa","Denmark","Northern","DK",2017,0.0041322314
"Pseudomonas aeruginosa","Estonia","Northern","EE",2017,0.0877192982
"Pseudomonas aeruginosa","Greece","Southern","EL",2017,0.3235294117
"Pseudomonas aeruginosa","Spain","Southern","ES",2017,0.1089223638
"Pseudomonas aeruginosa","Finland","Northern","FI",2017,0.0343915343
"Pseudomonas aeruginosa","France","Western","FR",2017,0.1064950263
"Pseudomonas aeruginosa","Croatia","Southern","HR",2017,0.2142857142
"Pseudomonas aeruginosa","Hungary","Eastern","HU",2017,0.1809523809
"Pseudomonas aeruginosa","Ireland","Northern","IE",2017,0.0763888888
"Pseudomonas aeruginosa","Iceland","Northern","IS",2017,0
"Pseudomonas aeruginosa","Italy","Southern","IT",2017,0.1747910863
"Pseudomonas aeruginosa","Lithuania","Northern","LT",2017,0.1685393258
"Pseudomonas aeruginosa","Luxembourg","Western","LU",2017,0.0535714285
"Pseudomonas aeruginosa","Latvia","Northern","LV",2017,0.224680554560091
"Pseudomonas aeruginosa","Malta","Southern","MT",2017,0.081081081
"Pseudomonas aeruginosa","Netherlands","Western","NL",2017,0.0213089802
"Pseudomonas aeruginosa","Norway","Northern","NO",2017,0.0146341463
"Pseudomonas aeruginosa","Poland","Eastern","PL",2017,0.2278177458
"Pseudomonas aeruginosa","Portugal","Southern","PT",2017,0.1606260296
"Pseudomonas aeruginosa","Romania","Eastern","RO",2017,0.5909090909
"Pseudomonas aeruginosa","Sweden","Northern","SE",2017,0.0313901345
"Pseudomonas aeruginosa","Slovenia","Southern","SI",2017,0.1086956521
"Pseudomonas aeruginosa","United Kingdom","Northern","UK",2017,0.0243816254
"Pseudomonas aeruginosa","Austria","Western","AT",2018,0.0719131614
"Pseudomonas aeruginosa","Belgium","Western","BE",2018,0.0528634361
"Pseudomonas aeruginosa","Bulgaria","Eastern","BG",2018,0.2555555555
"Pseudomonas aeruginosa","Cyprus","Southern","CY",2018,0.1636363636
"Pseudomonas aeruginosa","Czechia","Eastern","CZ",2018,0.2189239332
"Pseudomonas aeruginosa","Germany","Western","DE",2018,0.0603448275
"Pseudomonas aeruginosa","Denmark","Northern","DK",2018,0.0122699386
"Pseudomonas aeruginosa","Estonia","Northern","EE",2018,0.0625
"Pseudomonas aeruginosa","Greece","Southern","EL",2018,0.2865497076
"Pseudomonas aeruginosa","Spain","Southern","ES",2018,0.1089285714
"Pseudomonas aeruginosa","Finland","Northern","FI",2018,0.0179028132
"Pseudomonas aeruginosa","France","Western","FR",2018,0.1098204857
"Pseudomonas aeruginosa","Croatia","Southern","HR",2018,0.19
"Pseudomonas aeruginosa","Hungary","Eastern","HU",2018,0.2019826517
"Pseudomonas aeruginosa","Ireland","Northern","IE",2018,0.0329670329
"Pseudomonas aeruginosa","Iceland","Northern","IS",2018,0
"Pseudomonas aeruginosa","Italy","Southern","IT",2018,0.1487025948
"Pseudomonas aeruginosa","Lithuania","Northern","LT",2018,0.1188118811
"Pseudomonas aeruginosa","Luxembourg","Western","LU",2018,0.033898305
"Pseudomonas aeruginosa","Latvia","Northern","LV",2018,0.3076923076
"Pseudomonas aeruginosa","Malta","Southern","MT",2018,0.0344827586
"Pseudomonas aeruginosa","Netherlands","Western","NL",2018,0.0208955223
"Pseudomonas aeruginosa","Norway","Northern","NO",2018,0.024
"Pseudomonas aeruginosa","Poland","Eastern","PL",2018,0.2944162436
"Pseudomonas aeruginosa","Portugal","Southern","PT",2018,0.1525270758
"Pseudomonas aeruginosa","Romania","Eastern","RO",2018,0.4935064935
"Pseudomonas aeruginosa","Sweden","Northern","SE",2018,0.0194174757
"Pseudomonas aeruginosa","United Kingdom","Northern","UK",2018,0.030313966
